Server,Status,BeforeCHG_EnableDCOM,BeforeCHG_LegacyAuthenticationLevel,BEforeCHG_LegacyImpersonationLevel
CSN-UAM-XEN-08.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-FXI-01.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-07.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-FXI-02.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-09.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-10.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-11.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-15.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-12.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-16.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-13.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-17.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-14.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-18.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-20.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-19.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-SQL-04.uam.tzghosting.net,No Change required,Y,2,2
CSNUAMCLUS99.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-29.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-28.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-27.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-26.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-24.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-23.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-22.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-21.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-25.uam.tzghosting.net,No Change required,Y,2,2
ABN-UAM-XEN-T13.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-WEB-02.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-WEB-03.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-WEB-04.uam.tzghosting.net,No Change required,Y,2,2
ABN-UAM-XEN-T11.uam.tzghosting.net,No Change required,Y,2,2
ABN-UAM-SQL-T09.uam.tzghosting.net,No Change required,Y,2,2
ABN-UAM-SQL-T11.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-SQL-07.uam.tzghosting.net,No Change required,Y,2,2
ABN-UAM-WEB-T02.uam.tzghosting.net,No Change required,Y,2,2
ABN-UAM-SQL-T13.uam.tzghosting.net,No Change required,Y,2,2
ABN-UAM-SQL-T12.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-30.uam.tzghosting.net,Change Required,Y,,2
CSN-UAM-XEN-31.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-32.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-33.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-34.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-35.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-36.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-37.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-38.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-39.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-40.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-41.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-42.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-43.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-44.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-45.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-46.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-47.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-XEN-03.uam.tzghosting.net,No Change required,Y,2,2
ABN-UAM-WEB-T03.uam.tzghosting.net,No Change required,Y,2,2
CSN-UAM-APP-13.uam.tzghosting.net,No Change required,Y,2,2
CSN-UHA-DC-01.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-DC-02.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-DC-01.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-DC-02.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-DFS-01.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-DFS-01.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-WEB-01.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-WEB-T01.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-SQL-D03.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-IHM-D01.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-SQL-D02.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-HUB-D02.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-APP-D04.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-APP-D03.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-BIZ-D02.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-SQL-T02.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-BIZ-T02.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-HUB-T02.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-APP-T11.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-APP-T12.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-SQL-T03.uha.tzghosting.net,No Change required,Y,2,2
ABN-UHA-IHM-T01.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-SQL-02.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-APP-05.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-HUB-02.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-BIZ-02.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-APP-08.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-IHM-01.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-SQL-03.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-APP-06.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-APP-07.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-SQL-04.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHA-SQL-05.uha.tzghosting.net,No Change required,Y,2,2
CSN-UHG-DC-02.UHG.tzghosting.net,Change Required,,,
CSN-UHG-DC-01.UHG.tzghosting.net,Change Required,,,
ABN-UHG-DC-01.UHG.tzghosting.net,No Change required,Y,2,2
ABN-UHG-DC-02.UHG.tzghosting.net,No Change required,Y,2,2
CSN-UHG-DFS-01.UHG.tzghosting.net,Change Required,,,
ABN-UHG-DFS-01.UHG.tzghosting.net,No Change required,Y,2,2
ABN-UHG-SQL-T02.UHG.tzghosting.net,No Change required,Y,2,2
ABN-UHG-SQL-T01.UHG.tzghosting.net,No Change required,Y,2,2
ABN-UHG-WEB-T01.UHG.tzghosting.net,No Change required,Y,2,2
CSN-UHG-SQL-01.UHG.tzghosting.net,Change Required,,,
CSN-UHG-SQL-02.UHG.tzghosting.net,Change Required,,,
CSN-UHG-SQL-03.UHG.tzghosting.net,Change Required,,,
CSN-UHG-SQL-04.UHG.tzghosting.net,Change Required,,,
CSN-UHG-SQL-05.UHG.tzghosting.net,Change Required,,,
CSN-UHG-SQL-06.UHG.tzghosting.net,Change Required,,,
CSN-UHG-WEB-01.UHG.tzghosting.net,Change Required,,,
CSN-UHG-WEB-02.UHG.tzghosting.net,Change Required,,,
CSN-UHG-SQL-07.UHG.tzghosting.net,Change Required,,,
CSN-UHG-SQL-08.UHG.tzghosting.net,Change Required,,,
CSN-UHG-SQL-09.UHG.tzghosting.net,Change Required,,,
CSN-UHG-SQL-10.UHG.tzghosting.net,Change Required,,,
CSN-UHG-SQL-11.UHG.tzghosting.net,Change Required,,,
CSNUHGSQL07NEW.UHG.tzghosting.net,Change Required,,,
CSNUHGSQL08NEW.UHG.tzghosting.net,Change Required,,,
CSNUHGSQL09NEW.UHG.tzghosting.net,Change Required,,,
CSNUHGSQL10NEW.UHG.tzghosting.net,Change Required,,,
CSNUHGSQL11NEW.UHG.tzghosting.net,Change Required,,,
CSN-UHN-DC-02.UHN.tzghosting.net,No Change required,Y,2,2
CSN-UHN-DC-01.UHN.tzghosting.net,No Change required,Y,2,2
ABN-UHN-DC-01.UHN.tzghosting.net,No Change required,Y,2,2
ABN-UHN-DC-02.UHN.tzghosting.net,No Change required,Y,2,2
CSN-UHN-DFS-01.UHN.tzghosting.net,No Change required,Y,2,2
ABN-UHN-DFS-01.UHN.tzghosting.net,No Change required,Y,2,2
CSN-UHN-SQL-02.UHN.tzghosting.net,No Change required,Y,2,2
CSN-UHN-APP-02.UHN.tzghosting.net,No Change required,Y,2,2
CSN-UHN-SQL-01.UHN.tzghosting.net,Change Required,Y,,2
CSN-UHN-APP-01.UHN.tzghosting.net,Change Required,Y,,2
ABN-UHN-SQL-T02.UHN.tzghosting.net,No Change required,Y,2,2
ABN-UHN-APP-T02.UHN.tzghosting.net,No Change required,Y,2,2
ABN-UHN-APP-T01.UHN.tzghosting.net,No Change required,Y,2,2
CSN-UHN-IHM-01.UHN.tzghosting.net,No Change required,Y,2,2
CSN-UHN-SQL-04.UHN.tzghosting.net,No Change required,Y,2,2
CSN-UHN-SQL-03.UHN.tzghosting.net,No Change required,Y,2,2
CSN-UHN-APP-03.UHN.tzghosting.net,No Change required,Y,2,2
ABN-UHN-SQL-T04.UHN.tzghosting.net,No Change required,Y,2,2
ABN-UHN-IHM-T01.UHN.tzghosting.net,No Change required,Y,2,2
ABN-UHN-SQL-T03.UHN.tzghosting.net,No Change required,Y,2,2
ABN-UHN-APP-T03.UHN.tzghosting.net,No Change required,Y,2,2
ABN-UHN-PLT-01.UHN.tzghosting.net,Change Required,Y,,2
CSN-UHP-DC-01.UHP.tzghosting.net,Change Required,,,
CSN-UHP-DC-02.UHP.tzghosting.net,Change Required,,,
ABN-UHP-DC-02.UHP.tzghosting.net,No Change required,Y,2,2
CSN-UHP-DFS-01.UHP.tzghosting.net,Change Required,,,
ABN-UHP-DC-01.UHP.tzghosting.net,No Change required,Y,2,2
ABN-UHP-DFS-01.UHP.tzghosting.net,No Change required,Y,2,2
ABN-UHP-WEB-T01.UHP.tzghosting.net,No Change required,Y,2,2
ABN-UHP-SQL-T01.UHP.tzghosting.net,No Change required,Y,2,2
CSN-UHP-WEB-01.UHP.tzghosting.net,Change Required,,,
CSN-UHP-SQL-01.UHP.tzghosting.net,Change Required,,,
CSN-VHI-DC-02.vhi.tzghosting.net,No Change required,Y,2,2
CSN-VHI-DC-01.vhi.tzghosting.net,No Change required,Y,2,2
ABN-VHI-DC-01.vhi.tzghosting.net,No Change required,Y,2,2
ABN-VHI-DC-02.vhi.tzghosting.net,No Change required,Y,2,2
CSN-VHI-DFS-01.vhi.tzghosting.net,No Change required,Y,2,2
ABN-VHI-DFS-01.vhi.tzghosting.net,No Change required,Y,2,2
CSN-VHI-WEB-01.vhi.tzghosting.net,No Change required,Y,2,2
CSN-VHI-SQL-04.vhi.tzghosting.net,No Change required,Y,2,2
CSN-VHI-IHM-01.vhi.tzghosting.net,No Change required,Y,2,2
CSN-VHI-SQL-03.vhi.tzghosting.net,No Change required,Y,2,2
CSN-VHI-APP-03.vhi.tzghosting.net,No Change required,Y,2,2
ABN-VHI-SQL-T04.vhi.tzghosting.net,No Change required,Y,2,2
ABN-VHI-IHM-T01.vhi.tzghosting.net,No Change required,Y,2,2
ABN-VHI-APP-T03.vhi.tzghosting.net,No Change required,Y,2,2
ABN-VHI-SQL-T03.vhi.tzghosting.net,No Change required,Y,2,2
CSN-VHI-XCT-01.vhi.tzghosting.net,No Change required,Y,2,2
CSN-VHP-DC-01.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-DC-01.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-DC-02.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-DC-02.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-DFS-01.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-DFS-01.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-HUB-T01.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-APP-T01.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-SQL-T01.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-BIZ-T01.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-HUB-T02.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-APP-T04.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-BIZ-T02.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-SQL-T02.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-APP-T03.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-WEB-T01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-SQL-01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-APP-01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-HUB-01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-BIZ-01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-APP-02.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-WAS-D01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-WAS-01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-WEB-01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-APP-03.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-SQL-T03.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-HUB-T03.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-BIZ-T03.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-APP-T05.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-APP-T07.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-WAS-T01.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-APP-T06.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-BIZ-T05.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-SQL-T05.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-APP-T11.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-APP-T10.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-HUB-T05.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-APP-D01.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-APP-T12.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-SQL-T06.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-SQL-D01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-SQL-02.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-APP-04.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-CWI-01.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-CWI-02.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-ZDC-02.vhp.tzghosting.net,Change Required,Y,0,3
ABN-VHP-ZDC-01.vhp.tzghosting.net,Change Required,Y,0,3
CSN-VHP-SQL-03.vhp.tzghosting.net,No Change required,Y,2,2
ABN-VHP-BTK-T01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-BTK-01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-APP-05.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VHP-XCT-01.vhp.tzghosting.net,No Change required,Y,2,2
CSN-VIB-DC-01.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-DC-02.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-DC-01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-DC-02.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-DFS-01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-DFS-01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-APP-D03.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-D02.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-D03.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-IHM-D01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-D01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-BIZ-D01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-APP-D01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-HUB-D01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-APP-D02.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-WEB-01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-APP-01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-T02.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-IHM-T01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-HUB-T01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-T01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-BIZ-T01.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-APP-T02.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-T03.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-BIZ-T02.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-APP-T03.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-HUB-T02.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-APP-T04.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-APP-T06.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-T05.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-APP-T05.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-T04.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-SQL-04.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-APP-06.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-WEB-01.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-SQL-06.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-IHM-02.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-SQL-01.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-BIZ-01.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-APP-02.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-HUB-01.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-APP-04.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-SQL-02.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-SQL-05.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-IHM-01.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-SQL-03.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-APP-05.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-APP-03.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-T06.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-IHM-T02.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-T07.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-IHM-T03.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-APP-D04.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-D04.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-APP-T07.VIB.tzghosting.net,No Change required,Y,2,2
ABN-VIB-SQL-T08.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-APP-07.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-SQL-07.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-XCT-01.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VIB-APP-08.VIB.tzghosting.net,No Change required,Y,2,2
CSN-VPH-DC-01.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-DC-02.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-DC-01.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-DC-02.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-DFS-01.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-DFS-01.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-SQL-D03.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-D04.VPH.tzghosting.net,Change Required,,,
ABN-VPH-SQL-T03.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-T04.VPH.tzghosting.net,Change Required,,,
ABN-VPH-WEB-T01.VPH.tzghosting.net,Change Required,,,
CSN-VPH-WEB-01.VPH.tzghosting.net,Change Required,,,
CSN-VPH-SQL-03.VPH.tzghosting.net,Change Required,Y,,2
CSN-VPH-APP-05.VPH.tzghosting.net,Change Required,,,
ABN-VPH-ADC-02.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-CSF-02.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-ADC-01.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-CSF-01.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-SQL-99.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-RVR-01.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-WAS-D02.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-SQL-D05.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-BIZ-D02.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-D08.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-HUB-D02.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-D12.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-SQL-D06.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-IHM-D01.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-D13.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-SQL-D08.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-XEN-D03.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-XEN-D04.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-D09.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-D10.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-D11.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-SQL-D07.VPH.tzghosting.net,Change Required,,,
ABN-VPH-SQL-T05.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-IHM-T01.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-SQL-T04.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-BIZ-T02.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-T08.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-HUB-T02.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-T12.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-WAS-T02.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-T13.VPH.tzghosting.net,Change Required,,,
ABN-VPH-SQL-T06.VPH.tzghosting.net,Change Required,,,
ABN-VPH-APP-T09.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-T10.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-T11.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-SQL-07.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-IHM-01.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-WAS-02.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-WAS-03.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-APP-12.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-BIZ-02.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-HUB-02.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-APP-19.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-APP-13.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-APP-14.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-APP-15.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-APP-16.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-APP-17.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-APP-18.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-SQL-04.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-SQL-08.VPH.tzghosting.net,Change Required,,,
CSN-VPH-APP-20.VPH.tzghosting.net,Change Required,,,
ABN-VPH-WAS-T03.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-D14.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-SQL-D09.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-APP-T14.VPH.tzghosting.net,No Change required,Y,2,2
ABN-VPH-SQL-T07.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-APP-21.VPH.tzghosting.net,No Change required,Y,2,2
CSN-VPH-SQL-09.VPH.tzghosting.net,No Change required,Y,2,2
CSN-WHA-DC-01.wha.tzghosting.net,No Change required,Y,2,2
CSN-WHA-DC-02.wha.tzghosting.net,No Change required,Y,2,2
ABN-WHA-DC-01.wha.tzghosting.net,No Change required,Y,2,2
ABN-WHA-DC-02.wha.tzghosting.net,No Change required,Y,2,2
CSN-WHA-DFS-01.wha.tzghosting.net,No Change required,Y,2,2
ABN-WHA-DFS-01.wha.tzghosting.net,No Change required,Y,2,2
CSN-WHA-ZDC-01.wha.tzghosting.net,Change Required,Y,0,3
CSN-WHA-ZDC-02.wha.tzghosting.net,Change Required,Y,0,3
ABN-WHA-ZDC-01.wha.tzghosting.net,Change Required,Y,0,3
ABN-WHA-ZDC-02.wha.tzghosting.net,Change Required,Y,0,3
CSN-WHA-CWI-01.wha.tzghosting.net,No Change required,Y,2,2
ABN-WHA-CWI-02.wha.tzghosting.net,No Change required,Y,2,2
ABN-WHA-XEN-D01.wha.tzghosting.net,Change Required,Y,0,3
ABN-WHA-XEN-T01.wha.tzghosting.net,Change Required,Y,0,3
ABN-WHA-XEN-T02.wha.tzghosting.net,Change Required,Y,0,3
ABN-WHA-XEN-T03.wha.tzghosting.net,Change Required,Y,0,3
ABN-WHA-XEN-T05.wha.tzghosting.net,Change Required,Y,0,3
ABN-WHA-XEN-T06.wha.tzghosting.net,Change Required,Y,1,3
ABN-WHA-XEN-T07.wha.tzghosting.net,Change Required,Y,0,3
ABN-WHA-XEN-T04.wha.tzghosting.net,No Change required,Y,2,2
