Server,Domain,Operating-System
ABN-VHP-ZDC-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-SQL-03,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-BTK-T01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-BTK-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-APP-05,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-XCT-01,vhp.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CIG-DC-01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-DC-02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-DC-01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-DFS-01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-DC-02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-DFS-01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-ZDC-01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-ZDC-02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-CWI-01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-CWI-02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-ZDC-01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-ZDC-02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-CWI-01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-CWI-02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-WEB-T05,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-FTP-T03,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-WAS-T07,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-XEN-D01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-WAS-D01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-WEB-D01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-XEN-D02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-WAS-D02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-XEN-T01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-WAS-T06,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-XEN-T02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-XEN-T03,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-WAS-T08,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-WEB-01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-FTP-04,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-WEB-D02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-WEB-T06,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-WEB-T07,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-XEN-01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-XEN-02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-WAS-01,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-WAS-02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-WAS-03,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-WAS-04,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-WEB-02,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-WEB-03,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-SQL-D03,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-APP-D04,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-SQL-D04,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-WEB-D03,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-SQL-D05,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-APP-D02,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-APP-D03,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-SQL-D02,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-SQL-D01,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-APP-D01,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-APP-T03,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-SQL-T03,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-APP-T04,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-SQL-T04,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-WEB-T08,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-SQL-T05,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-APP-T02,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-SQL-T02,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-SQL-T01,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-APP-T01,CIG.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CIG-APP-02,CIG.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CIG-SQL-02,CIG.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CIG-APP-03,CIG.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CIG-SQL-03,CIG.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CIG-APP-04,CIG.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CIG-SQL-04,CIG.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CIG-WEB-04,CIG.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CIG-SQL-05,CIG.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CIG-SQL-01,CIG.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CIG-APP-01,CIG.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CIG-WEB-D04,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-SQL-D06,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-WEB-T09,CIG.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CIG-SQL-T06,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-WEB-05,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-SQL-06,CIG.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CIG-WAS-05,CIG.tzghosting.net,Windows Server 2008 R2 Enterprise
CSN-CIG-WAS-06,CIG.tzghosting.net,Windows Server 2008 R2 Enterprise
CSN-CIG-WAS-07,CIG.tzghosting.net,Windows Server 2008 R2 Enterprise
CSN-CIG-WAS-08,CIG.tzghosting.net,Windows Server 2008 R2 Enterprise
ABN-ILS-DC-01,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-DC-02,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-DC-01,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-DC-02,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-DFS-01,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-DFS-01,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-BIZ-D01,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-SQL-D01,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-HUB-D01,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-APP-D02,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-APP-D01,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-WEB-T01,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-WEB-01,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-BIZ-T01,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-HUB-T01,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-SQL-T02,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-APP-T01,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-APP-T02,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-APP-02,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-HUB-01,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-APP-01,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-BIZ-01,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-APP-03,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-SQL-02,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-APP-D03,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-APP-T03,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-SQL-D02,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-APP-04,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ILS-SQL-03,ils.tzghosting.net,Windows Server 2008 R2 Standard
ABN-ILS-SQL-T03,ils.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-DC-02,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-DC-01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-DC-01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-DFS-01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-DC-02,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-DFS-01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-IHM-D02,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-IHM-D01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-IHM-T02,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-IHM-T01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-T03,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-T01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-T02,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-T05,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-T06,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-SQL-D01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-D04,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-D01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-D03,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-D02,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-D05,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-D06,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-SQL-T01,IHP.tzghosting.net,Windows Server 2008 R2 Enterprise
CSN-IHP-IHM-01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-IHM-02,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-CAE-05,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-CAE-01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-CAE-04,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-CAE-03,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-CAE-08,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-CAE-09,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-CAE-02,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-CAE-06,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-CAE-07,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-SQL-01,IHP.tzghosting.net,Windows Server 2008 R2 Enterprise
ABN-IHP-WEB-T01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-WEB-01,IHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-IHP-CAE-T04,IHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-IHP-XCT-01,IHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-SCH-DC-01,SCH.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SCH-DC-02,SCH.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SCH-DC-01,SCH.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SCH-DC-02,SCH.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SCH-DFS-01,SCH.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SCH-DFS-01,SCH.tzghosting.net,Windows Server 2008 R2 Standard
CSN-TIX-DC-01,TIX.tzghosting.net,Windows Server 2008 R2 Standard
CSN-TIX-DC-02,TIX.tzghosting.net,Windows Server 2008 R2 Standard
ABN-TIX-DC-01,TIX.tzghosting.net,Windows Server 2008 R2 Standard
ABN-TIX-DC-02,TIX.tzghosting.net,Windows Server 2008 R2 Standard
CSN-TIX-DFS-01,TIX.tzghosting.net,Windows Server 2008 R2 Standard
ABN-TIX-DFS-01,TIX.tzghosting.net,Windows Server 2008 R2 Standard
CSN-B01-DC-01,b01.tzghosting.net,Windows Server 2008 R2 Standard
CSN-B01-DC-02,b01.tzghosting.net,Windows Server 2008 R2 Standard
ABN-B01-DC-01,b01.tzghosting.net,Windows Server 2008 R2 Standard
ABN-B01-DC-02,b01.tzghosting.net,Windows Server 2008 R2 Standard
ABN-B01-DFS-01,b01.tzghosting.net,Windows Server 2008 R2 Standard
ABN-B01-SQL-T13,b01.tzghosting.net,Windows Server 2008 R2 Standard
ABN-B01-IHM-T04,b01.tzghosting.net,Windows Server 2008 R2 Standard
ABN-B01-APP-T11,b01.tzghosting.net,Windows Server 2008 R2 Standard
ABN-B01-SQL-T12,b01.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QIC-DC-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QIC-DC-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QIC-DC-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QIC-DC-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QIC-CWI-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QIC-CWI-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QIC-ZDC-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QIC-ZDC-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QIC-CWI-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QIC-CWI-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QIC-ZDC-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QIC-ZDC-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QIC-DFS-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QIC-DFS-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QIC-SQL-10,QIC.tzghosting.net,Windows Server 2008 R2 Enterprise
ABN-QIC-SQL-T04,QIC.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CES-APP-12,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CES-APP-14,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CES-APP-15,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CES-APP-11,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CES-APP-13,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CES-APP-16,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CES-APP-17,QIC.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CES-APP-T01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CEC-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CEC-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QIC-SHF-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ACC-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-AGA-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-ARC-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CCF-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CHM-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CPA-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CWH-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-EXC-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-FBS-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-FHC-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-MAI-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-MCE-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-MPE-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-NBH-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-PAD-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-BPA-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-BPA-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-BPA-XEN-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-EXC-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-EXC-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-EXC-XEN-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-FBS-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-FBS-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-FBS-XEN-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-PLC-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-PLC-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-PLC-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-PLC-XEN-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-RSO-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-RSO-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-RSO-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-RSO-XEN-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SBS-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SBS-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SBS-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SCM-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SCM-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SCM-XEN-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SIP-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SIP-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SIP-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SIP-XEN-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SIP-XEN-04,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-STJ-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-STJ-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-STJ-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-STJ-XEN-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-STJ-XEN-04,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHN-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHN-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMI-QHG-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMI-XEN-01,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMI-XEN-02,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMI-XEN-03,QIC.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CES-APP-T03,QIC.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CES-APP-T02,QIC.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CES-APP-T04,QIC.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CES-APP-T05,QIC.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QIC-SQL-11,QIC.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CSH-DC-01,csh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CSH-DC-02,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-DC-01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-DC-02,csh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CSH-DFS-01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-DFS-01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-WAS-D01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-WEB-T01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-SQL-T01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-HUB-T01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-BIZ-T01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-SQL-D01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-APP-T01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-APP-D02,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-BIZ-D01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-APP-D01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-HUB-D01,csh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CSH-SQL-01,csh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CSH-APP-01,csh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CSH-HUB-01,csh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CSH-APP-03,csh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CSH-BIZ-01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-WAS-T01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-APP-T03,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-SQL-T02,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-HUB-T02,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-BIZ-T02,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-APP-T02,csh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CSH-WEB-01,csh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CSH-APP-02,csh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-CSH-WAS-01,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-WAS-T02,csh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-CSH-WAS-D02,csh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-CSH-WAS-T03,csh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CSH-WAS-02,csh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-CSH-XCT-01,csh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-B02-DC-01,b02.tzghosting.net,Windows Server 2008 R2 Standard
CSN-B02-DC-02,b02.tzghosting.net,Windows Server 2008 R2 Standard
ABN-B02-DC-01,b02.tzghosting.net,Windows Server 2008 R2 Standard
ABN-B02-DC-02,b02.tzghosting.net,Windows Server 2008 R2 Standard
ABN-B02-DFS-01,b02.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QCA-DC-01,qca.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QCA-DC-02,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-DC-01,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-DC-02,qca.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QCA-DFS-01,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-DFS-01,qca.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QCA-ZDC-01,qca.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QCA-ZDC-02,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-ZDC-01,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-ZDC-02,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-APP-D03,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-WAS-D03,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-WAS-D04,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-WEB-T05,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-XEN-D01,qca.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QCA-CWI-01,qca.tzghosting.net,Windows Server 2008 R2 Standard
CSN-QCA-CWI-02,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-TSF-D01,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-TCS-D01,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-FHG-D02,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-FXI-D02,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-APP-D02,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-SQL-D03,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-CWI-01,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-CWI-02,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-SQL-D04,qca.tzghosting.net,Windows Server 2008 R2 Enterprise
ABN-QCA-XEN-T01,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-WAS-T08,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-APP-T13,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-XEN-T06,qca.tzghosting.net,Windows Server 2008 R2 Standard
ABN-QCA-WAS-T10,qca.tzghosting.net,Windows Server 2008 R2 Standard
